text_id	text	masks_stance	masks_argument	quarantine_stance	quarantine_argument	vaccines_stance	vaccines_argument
20523	Это те водители, которые получают водительские права, чтобы двигаться с ними после карантина и переодеваться...	-1	-1	1	1	-1	-1
20526	Они сидят в своем грязи, Галкин в карантине.	-1	-1	1	1	-1	-1
20529	Вы путаете причину и эффект, когда вы закрываете сад, вы берете отпуск по болезни без проблем.	-1	-1	1	1	-1	-1
20530	Закрыть храмы, сделать из них музеи, карантинные музеи.	-1	-1	1	1	-1	-1
20531	Я говорю о людях, которые собираются потерять работу из-за карантина, а не из-за больных.	-1	-1	0	1	-1	-1
20534	Я буду молиться в карантине, чтобы спасти Россию от всех коронавирусов.	-1	-1	1	1	-1	-1
20537	Страна не готова к большому карантину, это не Запад.	-1	-1	1	1	-1	-1
20540	Действительно, в Москве, карантин, пусть сидят дома.	-1	-1	1	1	-1	-1
20543	И кто привлекает лидеров, которые заставляют подчиненных нарушить карантин.	-1	-1	1	1	-1	-1
20544	Саудовцы сократили стоимость нефти, за ней последовал мировой карантин, и тот факт, что пандемия оказывает воздействие на мировую экономику, может быть только слепым!	-1	-1	1	1	-1	-1
20546	Они будут работать без карантина янгов, и они будут чувствовать себя...	-1	-1	1	1	-1	-1
20547	Постановляем, что во время пандемий и неизбежного карантина трудящиеся должны были иметь возможность выплатить все платежи и займы, а также семью, как это можно решить?	-1	-1	1	1	-1	-1
20548	Коммунисты Китая ясно показали преимущества социально ориентированного коммуниста, что мы будем плакать в баре и продолжать карантин?	-1	-1	1	1	-1	-1
20549	Журналисты на московском канале НТВ, расскажите мне, сколько москов не уважают карантин.	-1	-1	1	1	-1	-1
20553	Европа находится в Карантине, а Россия не в LOCDAUN, так все любят это слово, песок сейчас сказал на всех языках этот локодан, а не на русском карантине.	-1	-1	1	1	-1	-1
20554	Все раздражает, особенно тех, кто нарушает и усугубляет карантин.	-1	-1	2	2	-1	-1
20556	"И это с 17 марта, до карантина и ""нерабочей недели""."	-1	-1	1	1	-1	-1
20557	"Они будут стучать в дверь ночью и кричать: ""Да ладно, карантина нет!"""	-1	-1	1	1	-1	-1
20560	Ну, у наших людей такой крошечный мозг, что вы думаете, что все нормальные люди понимают, что это карантин, а у тех, у кого нет мозга, конечно, им не о чем думать.	-1	-1	1	1	-1	-1
20562	И это неправда, не все, я имею много общего с работой людей в Европе, так что большинство из них тоже сидит самостоятельно... и с такими людьми, как наша, я чувствую себя так скоро карантином, что ты никуда не пойдешь.	-1	-1	2	1	-1	-1
20564	Первый, один день спустя, и десять дней спустя, школьный этаж, и две недели спустя, все это карантин.	-1	-1	1	1	-1	-1
20566	Отпустить в отпуск без объявления карантина, не так ли?	-1	-1	1	1	-1	-1
20567	Не было карантина, были длинные выходные.	-1	-1	1	1	-1	-1
20574	Школа карантина, но IRID и EZAMEN?	-1	-1	1	1	-1	-1
20576	"[USER], выдержка из позиции Калининграда о возвращении домой: ""В Берлине было много российских граждан, которые ясно дали понять, что они не собираются карантин и изоляцию по возвращении""."	-1	-1	1	1	-1	-1
20577	В то время как карантин и временная дружба Зе с Россией, предсмертным приказано отправиться в тюрьму.	-1	-1	1	1	-1	-1
20579	Метро, торговые центры, Макдональды, и вся фаст-фуда, если она не будет закрыта для карантина, это будет печальная история.	-1	-1	2	1	-1	-1
20580	Вот почему Трамп уже призвал всех сегодня отказаться от карантина и пойти на работу, спасти экономику.	-1	-1	0	0	-1	-1
20581	За нарушение карантинных правил и сбор массы людей, не соблюдающих дистанцию друг друга не менее 1 м, в соответствии с этим предложением в полном объеме налагается штраф.	-1	-1	2	1	-1	-1
20583	Заразил члена семьи во время поездки за границу, ослушался карантина и заразил всю его семью.	-1	-1	2	2	-1	-1
20584	Правила двусмысленны, как карантин, но, по сути, выходные о том, чего они хотят, и вот в чем дело.	-1	-1	1	1	-1	-1
20588	[УСЕР] выше, было написано, что она была русской гражданкой, и она может приехать сюда в любое время после карантина.	-1	-1	1	1	-1	-1
20589	Короче говоря, я обвиню работодателя в стоимости карантина пятиттого ублюдка.	-1	-1	1	1	-1	-1
20590	Карантин должен быть дома, и у нас Москвичи в отдаленных районах, и у нас есть гарантия, что они не заражены, и это для вас стремительное распространение вируса.	-1	-1	2	2	-1	-1
20592	И в Китае, в Ухане, где все началось, 8 апреля должно снять карантин.	-1	-1	1	1	-1	-1
20593	Даже если карантин будет снят, мы не пойдем в церковь молиться и сможем вернуться домой.	-1	-1	1	1	-1	-1
20596	[USER], ppz, как будто карантин был введен для людей старше 65 лет и они должны были быть дома до 14 апреля.	-1	-1	1	1	-1	-1
20597	Огороды со школами, так что карантин до 12.	-1	-1	1	1	-1	-1
20598	Как и в других странах, вы должны были не жалеть денег и платить за этот принудительный карантин из бюджета, а не за счет частных лиц, которые уже не в лучшем возрасте, чтобы платить свою зарплату, когда нет дохода.	-1	-1	1	0	-1	-1
20601	Мы должны были засадить всех, а владельцев бизнеса надо было оштрафовать, особенно на закон.	-1	-1	1	1	-1	-1
20602	"Недавно я был в Индии, и я был в богатейшем штате) и я могу ""разрешительно"" сказать, что 1 29 миллиардов болтов на карантине и рыбалке) Они должны накормить свою семью.) Бедность хуже, чем у нас в Фашовке, хотя я думал, что она не может быть хуже).)"	-1	-1	1	1	-1	-1
20603	Богатое дерьмо Раса забрало дерьмо, власти моргнули, и мы сидим на карантине, и мы не можем высунуть свой нос 65-летнему.	-1	-1	1	1	-1	-1
20604	"Карантина - это мультфильм под названием ""Кошка, которая может петь""."	-1	-1	1	1	-1	-1
20607	К черту все карантинные периоды, у кого учиться?	-1	-1	1	1	-1	-1
20609	И в карантине на этой неделе они не будут вмешиваться, потому что это не больница, это всего лишь отпуск!	-1	-1	1	1	-1	-1
20611	У меня вопрос: что нам теперь делать на карантине без работы и заработной платы, особенно тем, у кого есть ипотеки и кредиты?	-1	-1	1	0	-1	-1
20613	Не возвращайся к моим дням, если хочешь оставить карантин и много других вещей из-за того, что они были определённо втянуты в кого-то, и оставь кого-нибудь в России, кто пострадает, если твои римляне скажут, что ты собираешься сделать, чтобы упустить удачу.	-1	-1	1	1	-1	-1
20620	Какая парада глупая, она привела к карантину, командному часу в Москве.	-1	-1	1	1	-1	-1
20621	Так что я думаю, почему не карантин, а длинные выходные?	-1	-1	1	1	-1	-1
20622	"Это так забавно... ты либо представляешь ""карантин"", либо пытаешься это сделать, и одна хуйня работает)))))) либо ты делаешь это обязательным для всех (кроме живых) и смотришь его, или даже не пытаешься притворяться ""карантином"" и трахаешься со своими больными людьми и не пугаешь людей."	-1	-1	1	1	-1	-1
20626	Я не хочу, чтобы они были здесь, давайте заберем их в карантине!	-1	-1	1	1	-1	-1
20627	Ну, конечно, она бы... каждый дополнительный выходной, это огромный удар по экономике, и самое главное, это не просто выходные, это карантин, когда ты не можешь собраться толпами и потратить деньги, что означает огромный удар по малым предприятиям...	-1	-1	0	0	-1	-1
20628	Это не известно... Понимаешь, карантин, это не праздник или выходные... почти весь маленький бизнес просто встаёт...	-1	-1	0	0	-1	-1
20629	Каникулы, праздники, карантин, карантин... ты правда не понимаешь разницы?	-1	-1	1	1	-1	-1
20630	Только суровые карантинные меры спасли Китай, население которого превышает миллиард человек, от вируса!	-1	-1	2	2	-1	-1
20632	Две недели карантина и коронавирус - это хорошо.	-1	-1	2	1	-1	-1
20637	Я позвоню Воронежии Паличе, скажу ей, что на карантине у мужа на работе были люди, которые непосредственно контактировали с больными, и у меня температура 37 и сухой кашель, так что я спрашиваю, могу ли я добраться до дома врача и пройти тест?	-1	-1	2	1	-1	-1
20638	Да, ну, не так уж много работы было сделано на сессии за один день карантина, так что верни IRL пару, ублюдок!	-1	-1	1	0	-1	-1
20640	[УСЕР], опять же, не может быть статистических данных о любом таком вирусе во всемирном карантине, поскольку он никогда не существовал раньше.	-1	-1	1	1	-1	-1
20644	Многие привозят животных в карантин от одиночества.	-1	-1	1	1	-1	-1
20646	Сегодня много всего происходит, и наших детей отправили в домашнюю школу, и у них есть письменное соглашение, в котором говорится, что после домашнего карантина мы должны принести в школу свидетельство о том, что ребенок здоров, как если бы они заранее знали, что это устройство будет изобретено и что наши дети будут испытаны на то, что происходит сегодня, так что я не буду прав.	-1	-1	0	1	-1	-1
20647	И у нас есть студент 11-го класса, который должен идти в школу, несмотря на карантин.	-1	-1	1	1	-1	-1
20648	Один из коллег вернулся из Иордании, позвонил в горячую линию, сказал, что карантина нет.	-1	-1	1	1	-1	-1
20657	Правильно, даже если карантин снят и все еще в масках, наши только куплены и не идут.	2	1	1	1	-1	-1
20660	И все эти карантинные меры задерживают распространение инфекции, и даже несмотря на то, что эпидемия в Китае закончилась, время от времени могут происходить вспышки.	-1	-1	2	2	-1	-1
20663	Давай отпразднуем китайцев за то, что посадили всех на карантин.	-1	-1	1	1	-1	-1
20674	Конечно, границы открыты, наш юг занят, так что к сентябрю мы ждем, они будут взбешены и они заберут все разновидности домой, и, опять же, карантин, это вопрос времени.	-1	-1	1	1	-1	-1
20675	"У меня есть третий ребенок, у меня еще не было года, но мы уже вложили 5 тысяч наших собственных денег, мы летим, из карантина моего мужа, ""выброшены"" на работу, и я говорю спасибо."	-1	-1	0	0	-1	-1
20677	Либо избить остальных больных, либо отправить бедного парня в двухнедельный карантин, либо отпустить больного.	-1	-1	1	1	-1	-1
20678	А карантин - это право всего населения жить в безопасности.	-1	-1	2	2	-1	-1
20679	И каждый человек обязан соблюдать установленные карантинные правила.	-1	-1	1	1	-1	-1
20685	Но во всех этих случаях во всем мире не принимались и не паниковали карантинные меры против драконов.	-1	-1	1	1	-1	-1
20686	Я не понимаю, почему никто не будет работать, кроме рабочих в магазинах, а кормильцы не получат людей, они не будут карантинированы?	-1	-1	1	1	-1	-1
20687	Нам нужно запретить продажу алкоголя для карантина.	-1	-1	1	1	-1	-1
20688	В Китае разводы резко возросли после отмены универсального карантина.	-1	-1	1	1	-1	-1
20691	Потому что ты должен был объявить карантин кому-то, а не жевать их сопли!!!!	-1	-1	2	1	-1	-1
20692	Святая вода дома пить, а теперь карантин не рекомендует ходить в церковь.	-1	-1	2	1	-1	-1
20695	Я сделал карантин для себя, потому что все решают сами.	-1	-1	2	1	-1	-1
20699	А те, кто убегают из карантина в больницах или не хотят оставаться дома из тех стран, где эпидемия находится среди того, что думают их куриные мозги?	-1	-1	2	1	-1	-1
20702	Чтобы быть успешным, нужно ввести карантинные и жесткие меры и быть ответственными.	-1	-1	2	2	-1	-1
20706	Это больше не карантин, это не большое дело, и это имеет плохие экономические последствия.	-1	-1	0	0	-1	-1
20708	Проблема в том, что если дома есть болезнь, многие квартиры тоже начинают заболевать в карантине... дома.	-1	-1	1	1	-1	-1
20715	Всё наше время мы наслаждались карантином в школе, только мы даже не были на задании, по крайней мере, мы не должны были отправлять его, подростки не должны были быть как роботы за книгами, они все еще работают всю свою жизнь, и те, кто пишет вещи о детях, они просто завидуют, они не имеют ничего общего с этим, они должны летать и они должны оскорблять детей, даже взрослые любят сидеть в карантине и работать дистанционно, то есть дети.	-1	-1	2	1	-1	-1
20717	Если бы люди не сбежали из карантина, не было бы никакой проблемы.	-1	-1	2	1	-1	-1
20724	Карантин в твоей голове, как ты позволил...	-1	-1	1	1	-1	-1
20728	Ты должен поймать задницы и трахаться с палками, как будто не понимаешь, ты должен попасть в карантин.	-1	-1	1	1	-1	-1
20738	В доме 2 прекрасное место для карантина.	-1	-1	1	1	-1	-1
20742	Да, в деревнях и городах, риски одинаковы, и риски одинаковы, потому что магазины, аптеки, связь и помощь уже давно задерживаются, потому что одна машина скорой помощи для всех рионов, и это лучше пойти туда... если кто-то другой может идти по себе, или машина где-то далеко, она пошла вниз по риону, и ты не можешь сделать это, и она не пошла, и она не пошла, и все равно она пошла, и она не пошла, и она пошла, и она пошла, и она пошла, и она не пошла, и она пошла, и она пошла, и она пошла, и она пошла, и она пошла, и она пошла, и она пошла, и она пошла, и только один доктор в течение 70 лет... или есть пенсионер, и есть день, когда ты не пойдешь, и это будет день, когда ты пойдешь без паники, и если это не будет, и это это, и нет это это это, и это это это это это это это, это это это, это это это это это, это это это, это это это, это, это, это это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это, это,	-1	-1	2	1	-1	-1
20746	Эти грёбаные Московиты забираются в карантины в других городах, заражая людей.	-1	-1	1	1	-1	-1
20748	Или это потребует жесткого карантина на неопределенный срок.	-1	-1	1	1	-1	-1
20749	И если ты принес вирус домой и не получил карантин, у тебя будет штраф в миллион долларов, и если это твоя вина, ты получишь еще один уголовный приговор.	-1	-1	2	2	-1	-1
20750	Хорошо, что человек отправился на карантин и сидит дома, но факт в том!	-1	-1	1	1	-1	-1
20752	Ты более инфекционный человек, который нарушил карантинные условия, чем вор.	-1	-1	1	1	-1	-1
20754	Похоже, что весенний период не был в Европе, потому что «Пир был примером из Китая: жесткие карантинные меры, никаких туристов и только 15-20 больных людей в день.	-1	-1	2	2	-1	-1
20755	"Если хотите, ваши дети могут сдать экзамены и пойти на экзамен, или они могут провести много времени в карантине с ""ВНД"" коронавирусом, или переехать в другое государство - выбор большой."	-1	-1	0	1	-1	-1
20758	Похоже, у тебя бобо с головой, заговорщик в карантине из Барселоны.	-1	-1	1	1	-1	-1
20759	Хотя ужас, который они сняли в карантине, вполне может сбыться, оружейные магазины были пусты по какой-то причине...	-1	-1	1	1	-1	-1
20760	"[USER], в каждом пятом доме в округе, ""сидит на домашнем карантине"" петухами."	-1	-1	1	1	-1	-1
20762	Карантин Джина, у нас нет времени.	-1	-1	1	1	-1	-1
20766	Да, это менталитет на двух самолётах Сахаруи с Тай, и какие люди из карантина?	-1	-1	1	1	-1	-1
20769	Путин тоже урод, так что он не узнает о коронавирусе, чтобы отрезать границу России и позволить тем, кто отдыхает в России, сидеть там в карантине и не приходить сюда и не заражать кого-либо.	-1	-1	2	2	-1	-1
20770	Спасибо за информацию, которую вы мне дали... и за то, что люди не имеют отношения к карантинам своих работодателей на следующей неделе... скрывая точку (непрерывное производство) с указом Владимира Владимировича Путина.	-1	-1	1	1	-1	-1
20773	Откуда мне знать, что они делали до карантина?	-1	-1	1	1	-1	-1
20775	Было бы разумно иметь карантин на месяц и 30 000 каждый, и все будут счастливы.)	-1	-1	2	1	-1	-1
20777	Умирают очень старые и очень слабые люди, главным образом почему молодые и здоровые люди должны сидеть дома, терять работу или бизнес, страдать от нарушений своих конституционных прав, в конце концов, почему семьи должны расстаться из-за конфликтов и бытового насилия, вызванного длительным пребыванием в ограниченном пространстве и финансовыми проблемами, вызванными карантинными мерами.	-1	-1	0	0	-1	-1
20778	Если вы говорите о понижении этого возраста, то это не вопрос о вирусе и карантинах.	-1	-1	1	1	-1	-1
20783	Так говорит карантин, что они пишут СМИ.	-1	-1	1	1	-1	-1
20784	Это уже второй раз, когда весь мировой карантин был закрыт.	-1	-1	1	1	-1	-1
20788	Частный бизнес на самом деле играет карантин, они важнее денег.	-1	-1	1	1	-1	-1
20792	Они взяли сотни тысяч инфицированных людей в движение, без карантина, и они плюнули на все эти разговоры и давайте заразим В.В. Путина, как президента Российской Федерации, вы не сделали ничего, чтобы остановить эту болезнь на границе нашей страны. Что вы после этого президент России????????????????????	-1	-1	2	2	-1	-1
20794	И если ты хочешь вернуться, то их десятки тысяч, сомневаюсь, что они все на карантине.	-1	-1	1	1	-1	-1
20795	Если вы прочтете все, что сказал 45-й президент Соединенных Штатов, вы можете знать, что через пару недель он призвал прекратить все карантинные меры и вернуться на работу.	-1	-1	1	1	-1	-1
20797	Подумайте о карантине и обычных людях, детях, пенсионерах, которые носят перчаточные маски, и подумайте о том, как зарабатывать деньги, чтобы накормить и не платить за поддержку.	1	1	1	0	-1	-1
20799	Но это еще не карантин, так что все будут работать, так что только бюджетная организация может платить за то, чтобы оставаться дома по выходным.	-1	-1	1	1	-1	-1
20800	"Карантина сократила ""трассу"" для людей, дом отчима сделал зал наказания местом!"	-1	-1	1	1	-1	-1
20803	Пренебрежение карантином неприемлемо в этой ситуации.	-1	-1	2	1	-1	-1
20804	Вот как это было для людей калькуля, это было не для карантин, это было не для людей калькуля.	-1	-1	2	1	-1	-1
20806	Да, да, да, да, да, да, да, да, да, да, да, да, да, да, да, да, да, да, да, да, да, да.	-1	-1	1	1	-1	-1
20813	Потребуется много времени, чтобы увидеть, что карантин Того закончился, и все закончится.)	-1	-1	1	1	-1	-1
20818	Когда погибнет 1000 человек, будут организованы карантины и выходные, и пока это не имеет смысла, это рано...	-1	-1	1	1	-1	-1
20819	Он приехал сюда из своей родной страны, прожил неделю, когда решил пойти в больницу, прошел два дня после анализов, и они вдруг отвезли его и его жену в лазарет и посадили его и его жену на карантин, а затем все школы в провинции в течение двух недель были карантины, и теперь местное население лечится ОРВ, гриппом, пневмонией, трахеальными ларингитами и даже фарингитом (!)	-1	-1	1	1	-1	-1
20821	Карантин в карантине, а я пойду в армию на следующей неделе...	-1	-1	1	1	-1	-1
20823	"Мы хотели, чтобы сад был объявлен ""карантином""... тогда больница заплатит."	-1	-1	1	1	-1	-1
20824	Мой ребенок сейчас дома в карантине, и он просто пробирается в холодильник.	-1	-1	1	1	-1	-1
20831	Мы знаем другую угрозу, мы собираемся получить карантин, и мы снова положим зубы на полку.	-1	-1	1	0	-1	-1
20833	И если она так опасна, тебе нужен настоящий карантин, конечно, с возможностью купить еду.	-1	-1	2	2	-1	-1
20834	Никто не закрывает храмы, если это карантин, он везде.	-1	-1	1	1	-1	-1
20838	Нет, самое главное то, что они не объявили карантин один раз, и два, что 13% подоходного налога для тех, у кого более миллиона вкладов, были взорваны.	-1	-1	1	1	-1	-1
20841	У нас также есть карантинные школы в Коме, но дети ходят весь день, и они делают то, что им нравится - кто ходит в школу раз в неделю через стол, они говорят тебе, кто онлайн на следующий день, в любом случае.	-1	-1	1	1	-1	-1
20844	Когда ее упрятал Спикер, она уже была в карантине от людей со стеной, которая крепче камня.	-1	-1	1	1	-1	-1
20851	Стреляй в любое существо, которое сбежит из карантина.	-1	-1	2	1	-1	-1
20854	Чтобы объявить о новой волне и запереть все дома, приготовьтесь сидеть на карантине дома с осени.	-1	-1	1	1	-1	-1
20857	Вячеслав, сегодня в Москве карантин.	-1	-1	1	1	-1	-1
20859	Потому что все в социальных сетях были на карантине, а ВК больше занималась рекламой!	-1	-1	1	1	-1	-1
20863	Больше, каждый день... неделя карантина, ничего, по крайней мере три недели полной изоляции...	-1	-1	2	1	-1	-1
20864	Трамп притворяется, что сейчас в порядке, и отказывается вводить карантин в трех штатах.	-1	-1	1	1	-1	-1
20867	Америко уже впереди, умник Трамп разозлился на карантин, но теперь он попался, но немного поздновато.	-1	-1	2	1	-1	-1
20868	Я думаю, что все соседи забыли о карантине и сломались из района.	-1	-1	1	1	-1	-1
20871	Карантина должна была быть представлена неделю назад, а не пруды, заколовшие ножом.	-1	-1	2	1	-1	-1
20873	Думаю, без карантина по всему разлому неделю назад шеф снова промахнулся, и я уверен, что эти понтоны и старомодные сенилы дорого обойдутся русским.	-1	-1	2	1	-1	-1
20878	В Германии Меркель ввел карантин с 2 ноября, и, возможно, снова будут раздражающие, эксперты по диванам, но они узнают, что они не будут подчиняться закону, как мы.	-1	-1	2	1	-1	-1
20880	Я не хочу сказать, что есть необходимость ограничивать передвижение, нет, но санитарные посты с дезинфекцией, особенно на границах с регионами, где уже есть те, кто заражен этой мерой, которая, я думаю, оправдана... и где-то есть возможность принятия серьезных мер вплоть до карантина.	-1	-1	2	1	-1	-1
20883	И нет конца новым регионам... вот Казахстан пытается контролировать города, где существует карантинная болезнь.	-1	-1	2	2	-1	-1
20886	Сидеть дома не для всех, мебельная фабрика работает в Багратске, власти сказали, что нет карантинового приказа, это всего лишь каникулы.	-1	-1	1	1	-1	-1
20887	Хотя это уже не ясно, в Китае имели место неоднократные случаи, и с тех пор были введены карантинные меры, а смысл карантина в настоящее время не ясен.	-1	-1	1	0	-1	-1
20888	Вот почему ты должен взять карантин и выполнить все его условия!	-1	-1	2	1	-1	-1
20889	Я уже сижу на этом карантине на второй неделе.	-1	-1	1	1	-1	-1
20891	В период российского карантина в сети Интернет можно будет свободно получить доступ к системе &quot; TrikoLOR &quot; .	-1	-1	1	1	-1	-1
20894	Вы, очевидно, не читали, система здравоохранения не имеет никакого влияния, только потому, что нет ничего, чем можно было бы его лечить, вы не можете держать карантин из-за коррупции, в чем смысл запретов и отмены?	-1	-1	1	0	-1	-1
20895	Ты должен отменить карантин, эпидемия не остановит того, кто умирает, кто умирает, и кому все равно.	-1	-1	0	0	-1	-1
20897	Нет карантина, а мертвецы гораздо меньше, чем в Италии, так что вот медицинский уровень.	-1	-1	1	0	-1	-1
20898	Он ничего не сделает, карантин бесполезен, вам придется пройти через вирус.	-1	-1	0	0	-1	-1
20899	Они не пытаются, они записали себя как дюндеры и бункеры, им либо понадобится полный карантин с патрулями и выстрелами, либо ничего.	-1	-1	2	1	-1	-1
20902	Надо было проверить пертрополиста, киску, грёбаную пизду губернатора, но они прошли через все карантины без проблем, и тысячи из них, и государство стыдно пропустило их все, и теперь людям приходится голодать?	-1	-1	2	1	-1	-1
20903	Я знаю, что у нас плохое лекарство и полная коррупция, какой карантин?	-1	-1	0	1	-1	-1
20905	Ладно, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, эм, э, эм, эм, эм, эм, эм, эм, эм, эм, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э, э	-1	-1	0	1	-1	-1
20910	Я скажу тебе больше, я уже в карантине, но не в этом суть, у меня много людей, которые зависят от меня, если я умру, около 10 человек, 6 кошек и 2 собаки теряют работу, источники драгирования) это обязательство.	-1	-1	1	1	-1	-1
20914	Почему депутаты проходят через высокопоставленных лиц в аэропортах, и никто не проверяет их, пока простых людей доставляют в карантин?	-1	-1	2	1	-1	-1
20923	Но карантин - это исключительный случай, люди должны сидеть в четырех стенах, особенно для семей с маленькими детьми.	-1	-1	1	0	-1	-1
20924	И куда ты предлагаешь положить детей, пока они в карантине?	-1	-1	1	1	-1	-1
20934	Жена офицера Руссгарда, они готовятся, они уже проверяют, что должно закрыться, и кто находится в карантине, пока это делает администрация, и завтра они говорят, что новый закон выйдет и они будут проверять сильнее.	-1	-1	1	1	-1	-1
20935	Только идиот не поймет, что сейчас это карантин, и ты должен сидеть дома, или тебе придется засунуть каждый клочок бумаги в лицо?	-1	-1	2	1	-1	-1
20936	Каждую зиму, масса больничных простыней на работе, здоровые листы ожидания в поликлиниках, реальные, не безрассудные карантины в детских учреждениях в различных регионах России.	-1	-1	0	1	-1	-1
20937	Я считаю, что каждый из них уже ждет карантинных мер.	-1	-1	1	1	-1	-1
20941	Посадите их в камеры, а не поместите в их дома, они не все дисциплинированы.	-1	-1	2	1	-1	-1
20942	Неделю карантин, а не тупые люди, ползающие по улицам!	-1	-1	1	1	-1	-1
20943	Мы должны были провести тесты на полете, а не довериться сознанию, которого не было у тех, кто прибыл, а теперь, давным-давно, ее человек уже нарушил свой карантин!!!!!!!!!!!!!!!!!	-1	-1	2	1	-1	-1
20946	Есть гребаная пандемия и все такое, и они борются с деньгами, зарабатывают деньги, имеют смысл в карантине?!!!	-1	-1	1	1	-1	-1
20947	В Казахстане все 65-летние депутаты были под карантином, и мы все сидим.	-1	-1	1	1	-1	-1
20948	Почему до сих пор не изучалась внешкольная пневмония, но это не дает вам карантины и неприятный режим?	0	1	0	1	-1	-1
20951	Ну, разве это не маленький повод для обкуривания, когда ты сидишь на карантине...	-1	-1	1	2	-1	-1
20953	Давай проведём время карантина, а потом пойдем домой.	-1	-1	2	1	-1	-1
20954	Китай на жестком карантине был одним из европейцев, которые даже не мечтали.	-1	-1	1	1	-1	-1
20955	Придурки, я не паникующий, но карантин - это карантин.	-1	-1	2	1	-1	-1
20958	На основании чего потомство приказывает нам карантин?	-1	-1	1	1	-1	-1
20960	Не хватает карантинов для всех, все на домашней изоляции, кстати, если вы не знаете, но сознание этих горя... путешественники зависят от того, находятся ли они в толпе...	-1	-1	1	1	-1	-1
20964	Если это лекарство поможет, карантин скоро закончится.	-1	-1	1	1	-1	-1
20967	Когда скорая пять раз в день в вашем доме, постарайтесь получить карантин без паники.	-1	-1	1	1	-1	-1
20972	Как изменится жизнь страны, когда она будет карантина, поможет вам узнать интернет, если вам действительно интересно.	-1	-1	1	1	-1	-1
20973	Наш особый путь, а не карантин.	-1	-1	1	1	-1	-1
20975	Он любит карантин в Российской Федерации, возвращается в Марокко и даже лучше в Италию.	-1	-1	1	1	-1	-1
20977	- Да... пришло время, чтобы правительство вместе с помощниками и карантинными задницами (даже если это будет пол года...) отправили туда, чтобы врачи могли лечить их во время эпидемии!	-1	-1	1	1	-1	-1
20979	Если ответственный человек сидит на домашнем карантине, он никого не заразит.	-1	-1	2	2	-1	-1
20980	И случай, когда женщина сбежала из карантина и была поймана.	-1	-1	1	1	-1	-1
20981	Единственные люди, которые будут в карантине, это Бадди и, возможно, офисные работники.	-1	-1	1	1	-1	-1
20982	В саду есть бесплатные посещения, и есть семьи, которым не разрешали карантин, и пока они работают, некому сидеть со своими детьми.	-1	-1	1	0	-1	-1
